,Area Name,Total/ Rural/Urban,Age-group,Total disabled population - Persons,Total disabled population - Males,Total disabled population - Females,Main worker - Persons,Main worker - Males,Main worker - Females,Non-worker - Persons,Non-worker - Males,Non-worker - Females
347,HARYANA,Rural,Age not stated,9.173971845751672e-06,150,0.3902439024390244,41,0.14227642276422764,0.024390243902439025,193,0.43902439024390244,0.34552845528455284
348,HARYANA,Rural,0-14,0.00025940710633759603,4496,0.35365152386428983,36,0.00359401955146636,0.0015813686026451984,6878,0.6390166762507188,0.34976998274870613
349,HARYANA,Rural,15-59,0.0005239978796937266,9277,0.33976229449861217,2099,0.12967048608639956,0.019713899366593124,10990,0.48551704505017435,0.2966336915522027
350,HARYANA,Rural,60+,0.0004629499450941514,5962,0.519735782181408,758,0.0504269373288223,0.010633156114064766,11296,0.4108264862252296,0.4991139036571613
351,HARYANA,Rural,Age not stated,1.1933621913172905e-06,22,0.3125,1,0.03125,0.0,30,0.625,0.3125
352,HARYANA,Urban,0-14,0.00016789114329095132,2473,0.45068858285206576,69,0.009773434029320302,0.005553087516659262,4347,0.5279875610839627,0.4375832963127499
353,HARYANA,Urban,15-59,0.0005542421527299241,8205,0.447920872022608,5881,0.3377741892073745,0.057932983447719015,7894,0.1626968106580541,0.36845646615529537
354,HARYANA,Urban,60+,0.0002820436954041459,3701,0.5106439243686368,1338,0.15179161708316805,0.025122305963242098,5946,0.3108554806293799,0.4753404733571334
355,HARYANA,Urban,Age not stated,1.4171176021892827e-06,26,0.3157894736842105,11,0.2894736842105263,0.0,25,0.34210526315789475,0.3157894736842105
356,HARYANA,Urban,0-14,0.0004298714368535753,6282,0.45501865186084844,218,0.01162488071484341,0.0072872386570660185,10930,0.5162661577166652,0.43194239611347274
357,HARYANA,Urban,15-59,0.001109304741966379,15702,0.4721307066496336,11192,0.31348752773482147,0.06276474147784576,15960,0.15968533584347475,0.3768573925906004
358,HARYANA,Urban,60+,0.00028782404351833905,3843,0.5020730759264058,1431,0.1588494428608448,0.026561285307074373,5944,0.31238662866027467,0.45776107799948174
359,HARYANA,Urban,Age not stated,4.288645375046513e-06,60,0.4782608695652174,23,0.1565217391304348,0.043478260869565216,85,0.30434782608695654,0.43478260869565216
360,HARYANA,Urban,0-14,6.5075531995271e-05,1051,0.3977077363896848,22,0.009742120343839542,0.0028653295128939827,1695,0.5839541547277937,0.38739255014326646
361,HARYANA,Urban,15-59,0.00017281376233013515,2772,0.40181268882175225,1643,0.31053085886922743,0.0440224428139836,2754,0.24924471299093656,0.34505826499784203
362,HARYANA,Urban,60+,3.0617198720984236e-05,458,0.44214372716199757,141,0.14981729598051158,0.02192448233861145,649,0.37758830694275275,0.41291108404384896
363,HARYANA,Urban,Age not stated,3.35633116307988e-07,5,0.4444444444444444,1,0.1111111111111111,0.0,7,0.3333333333333333,0.4444444444444444
364,HARYANA,Urban,0-14,0.00010385980321308296,1787,0.35834829443447036,39,0.010771992818671455,0.003231597845601436,2728,0.6258527827648115,0.35368043087971274
365,HARYANA,Urban,15-59,0.0008192804369077987,13898,0.3673813100277664,8082,0.3247758204743047,0.04310619509308571,12534,0.2596385816377623,0.31089262142109336
366,HARYANA,Urban,60+,0.0003341414135688414,4515,0.49609375,1071,0.10569196428571428,0.013839285714285714,7659,0.37901785714285713,0.47578125
367,HARYANA,Urban,Age not stated,1.0814844858812947e-06,21,0.27586206896551724,12,0.3448275862068966,0.06896551724137931,15,0.3448275862068966,0.1724137931034483
368,HARYANA,Urban,0-14,8.12232141465331e-05,1310,0.3985307621671258,22,0.0073461891643709825,0.0027548209366391185,2135,0.588613406795225,0.391643709825528
369,HARYANA,Urban,15-59,0.00026391950712351456,4534,0.3593330507277095,1144,0.13918326974706796,0.022467147096227214,5649,0.470255758089586,0.32796382648014694
370,HARYANA,Urban,60+,2.397912153178181e-05,374,0.41835147744945567,94,0.13063763608087092,0.015552099533437015,528,0.42457231726283046,0.3965785381026439
371,HARYANA,Urban,Age not stated,4.47510821743984e-07,6,0.5,1,0.08333333333333333,0.0,11,0.4166666666666667,0.5
372,HARYANA,Urban,0-14,2.7410037831819017e-05,441,0.4,6,0.006802721088435374,0.0013605442176870747,726,0.5904761904761905,0.39727891156462586
373,HARYANA,Urban,15-59,0.00015498791459733313,2693,0.3520211742059673,491,0.10635226179018287,0.011790182868142445,3520,0.5132338787295476,0.33373435996150147
374,HARYANA,Urban,60+,2.3755366120909816e-05,342,0.4631083202511774,60,0.0847723704866562,0.009419152276295133,564,0.434850863422292,0.45054945054945056
375,HARYANA,Urban,Age not stated,2.23755410871992e-07,2,0.6666666666666666,0,0.0,0.0,6,0.3333333333333333,0.6666666666666666
376,HARYANA,Urban,0-14,0.0003616633291060964,5454,0.4376160032996494,175,0.011961229119406063,0.0060837286038358425,9358,0.5407300474324603,0.424211177562384
377,HARYANA,Urban,15-59,0.001024389563540458,15854,0.42284029269358187,10991,0.34260439040372787,0.0575193854890968,14075,0.1748880556263424,0.3375077359933015
378,HARYANA,Urban,60+,0.0001924296533499131,2813,0.4548449612403101,1212,0.20155038759689922,0.03333333333333333,3683,0.31007751937984496,0.40368217054263567
379,HARYANA,Urban,Age not stated,4.47510821743984e-06,67,0.44166666666666665,30,0.18333333333333332,0.06666666666666667,83,0.3333333333333333,0.35833333333333334
380,HARYANA,Urban,0-14,0.00010755176749247082,1803,0.3748266296809986,29,0.0062413314840499305,0.0038141470180305132,2825,0.6113037447988904,0.3682385575589459
381,HARYANA,Urban,15-59,0.000260749638802828,4385,0.3728546910755149,1287,0.15903890160183065,0.025028604118993134,5400,0.43478260869565216,0.33752860411899316
382,HARYANA,Urban,60+,0.00014469516569722148,1850,0.5231958762886598,328,0.07061855670103093,0.013917525773195877,3462,0.3889175257731959,0.5033505154639175
383,HARYANA,Urban,Age not stated,1.5289953076252786e-06,22,0.4634146341463415,9,0.0975609756097561,0.12195121951219512,23,0.3170731707317073,0.24390243902439024
384,NCT OF DELHI,Rural,0-14,4.661571059833167e-06,71,0.432,1,0.008,0.0,123,0.552,0.432
385,NCT OF DELHI,Rural,15-59,1.3723665200148842e-05,217,0.41032608695652173,163,0.3858695652173913,0.057065217391304345,191,0.1766304347826087,0.3423913043478261
386,NCT OF DELHI,Rural,60+,1.1113185406642269e-05,141,0.5268456375838926,49,0.14093959731543623,0.02348993288590604,243,0.31208053691275167,0.5033557046979866
387,NCT OF DELHI,Rural,Age not stated,3.729256847866533e-08,1,0.0,0,0.0,0.0,1,1.0,0.0
388,NCT OF DELHI,Rural,0-14,6.302444072894441e-06,98,0.42011834319526625,0,0.0,0.0,168,0.5798816568047337,0.41420118343195267
389,NCT OF DELHI,Rural,15-59,1.5513708487124777e-05,222,0.46634615384615385,156,0.34134615384615385,0.03365384615384615,233,0.15625,0.40384615384615385
390,NCT OF DELHI,Rural,60+,8.95021643487968e-06,112,0.5333333333333333,27,0.1,0.0125,208,0.36666666666666664,0.5
391,NCT OF DELHI,Rural,Age not stated,0.0,0,,0,,,0,,
392,NCT OF DELHI,Rural,0-14,4.288645375046513e-06,71,0.3826086956521739,1,0.008695652173913044,0.0,114,0.6086956521739131,0.3826086956521739
393,NCT OF DELHI,Rural,15-59,7.383928558775736e-06,121,0.3888888888888889,83,0.3484848484848485,0.0707070707070707,105,0.21717171717171718,0.31313131313131315
394,NCT OF DELHI,Rural,60+,9.696067804452986e-07,16,0.38461538461538464,3,0.07692307692307693,0.038461538461538464,21,0.46153846153846156,0.34615384615384615
395,NCT OF DELHI,Rural,Age not stated,0.0,0,,0,,,0,,
396,NCT OF DELHI,Rural,0-14,6.526199483766433e-06,116,0.33714285714285713,1,0.005714285714285714,0.0,174,0.6571428571428571,0.33714285714285713
397,NCT OF DELHI,Rural,15-59,4.5385055838535706e-05,819,0.32703368940016436,479,0.35168447000821695,0.0419063270336894,663,0.2686935086277732,0.27608874281018897
398,NCT OF DELHI,Rural,60+,1.8310651123024678e-05,262,0.4663951120162933,52,0.08961303462321792,0.016293279022403257,426,0.4256619144602851,0.4419551934826884
399,NCT OF DELHI,Rural,Age not stated,7.458513695733066e-08,1,0.5,0,0.0,0.0,2,0.5,0.5
400,NCT OF DELHI,Rural,0-14,3.3190385946012146e-06,54,0.39325842696629215,0,0.0,0.0,88,0.6067415730337079,0.38202247191011235
401,NCT OF DELHI,Rural,15-59,9.173971845751672e-06,182,0.2601626016260163,28,0.1016260162601626,0.012195121951219513,211,0.6097560975609756,0.24796747967479674
402,NCT OF DELHI,Rural,60+,5.5938852717998e-07,9,0.4,1,0.06666666666666667,0.0,14,0.5333333333333333,0.4
403,NCT OF DELHI,Rural,Age not stated,0.0,0,,0,,,0,,
404,NCT OF DELHI,Rural,0-14,1.3798250337106172e-06,28,0.24324324324324326,1,0.02702702702702703,0.0,36,0.7297297297297297,0.24324324324324326
405,NCT OF DELHI,Rural,15-59,6.78724746311709e-06,127,0.3021978021978022,27,0.14285714285714285,0.005494505494505495,148,0.5164835164835165,0.2967032967032967
406,NCT OF DELHI,Rural,60+,1.0441919174026294e-06,17,0.39285714285714285,0,0.0,0.0,27,0.5714285714285714,0.39285714285714285
407,NCT OF DELHI,Rural,Age not stated,0.0,0,,0,,,0,,
408,NCT OF DELHI,Rural,0-14,1.0255456331632967e-05,149,0.4581818181818182,2,0.007272727272727273,0.0,272,0.5309090909090909,0.4581818181818182
409,NCT OF DELHI,Rural,15-59,2.2263663381763205e-05,370,0.38023450586264657,264,0.3936348408710218,0.048576214405360134,296,0.18760469011725292,0.3082077051926298
410,NCT OF DELHI,Rural,60+,4.661571059833167e-06,65,0.48,23,0.16,0.024,98,0.328,0.456
411,NCT OF DELHI,Rural,Age not stated,2.9834054782932264e-07,2,0.75,0,0.0,0.0,8,0.25,0.75
412,NCT OF DELHI,Rural,0-14,6.6007846207237635e-06,116,0.3446327683615819,2,0.011299435028248588,0.0,175,0.6440677966101694,0.3446327683615819
413,NCT OF DELHI,Rural,15-59,1.0255456331632967e-05,179,0.3490909090909091,48,0.14545454545454545,0.02909090909090909,220,0.48363636363636364,0.31636363636363635
414,NCT OF DELHI,Rural,60+,8.241657633785039e-06,102,0.5384615384615384,12,0.04524886877828054,0.00904977375565611,206,0.4117647058823529,0.5203619909502263
415,NCT OF DELHI,Rural,Age not stated,0.0,0,,0,,,0,,
416,NCT OF DELHI,Urban,0-14,0.0001727764697616565,2631,0.43211741851931795,33,0.005180228793438377,0.0019425857975393912,4575,0.5594647096913447,0.4280164040578459
417,NCT OF DELHI,Urban,15-59,0.0006168936677740819,9838,0.4052714302986338,7171,0.37462217386047636,0.05888042558336356,8873,0.19822270583968082,0.3381695079192359
418,NCT OF DELHI,Urban,60+,0.0003021443898141465,3934,0.5144408787953592,1131,0.12145149345840534,0.01814366823006665,6859,0.3543569489015058,0.4922241421871143
419,NCT OF DELHI,Urban,Age not stated,2.051091266326593e-06,31,0.43636363636363634,20,0.3090909090909091,0.05454545454545454,31,0.23636363636363636,0.32727272727272727
420,NCT OF DELHI,Urban,0-14,0.00022763383799377318,3244,0.46854521625163825,64,0.007536041939711665,0.002948885976408912,6005,0.5209698558322412,0.4628112712975098
421,NCT OF DELHI,Urban,15-59,0.0007445088371080747,11717,0.4130935684231617,9458,0.4193047485473853,0.054448006411540774,9772,0.14280705269485072,0.34667401322380287
422,NCT OF DELHI,Urban,60+,0.0002791721676312887,3795,0.4930537002404488,1006,0.11648410366016564,0.01790008014961261,6362,0.37977558108469145,0.4700774779588565
423,NCT OF DELHI,Urban,Age not stated,4.47510821743984e-06,89,0.25833333333333336,60,0.4666666666666667,0.03333333333333333,56,0.24166666666666667,0.225
424,NCT OF DELHI,Urban,0-14,0.00013895211015150702,2185,0.41358024691358025,39,0.008319914117015567,0.0021470746108427268,3675,0.5754159957058508,0.41089640365002683
425,NCT OF DELHI,Urban,15-59,0.00036065642975717245,5772,0.40316409885223864,4041,0.36356116223761764,0.05428600971978079,5317,0.2096991004032675,0.34008892565401716
426,NCT OF DELHI,Urban,60+,4.959911607662489e-05,762,0.4270676691729323,246,0.16165413533834586,0.02330827067669173,1058,0.3962406015037594,0.39924812030075185
427,NCT OF DELHI,Urban,Age not stated,1.0441919174026294e-06,19,0.32142857142857145,9,0.32142857142857145,0.0,16,0.25,0.32142857142857145
428,NCT OF DELHI,Urban,0-14,0.00020540746718048864,3265,0.4072258533042847,48,0.006535947712418301,0.002178649237472767,5444,0.5840595497458243,0.404320987654321
429,NCT OF DELHI,Urban,15-59,0.001528062993413312,26904,0.3434045149481391,17196,0.3746674801708359,0.045003050640634534,22355,0.25339841366687005,0.29217815741305675
430,NCT OF DELHI,Urban,60+,0.0007072908537663667,9330,0.5080670673837393,2038,0.09274491194769588,0.014710534640936412,16670,0.38911736792154383,0.48982389539175364
431,NCT OF DELHI,Urban,Age not stated,1.8273358554546013e-06,30,0.3877551020408163,18,0.32653061224489793,0.04081632653061224,31,0.2857142857142857,0.3469387755102041
432,NCT OF DELHI,Urban,0-14,0.00014849900768204536,2448,0.3852335509794073,19,0.0037669512807634357,0.0010045203415369162,3955,0.6097438473129081,0.3834756403817177
433,NCT OF DELHI,Urban,15-59,0.00041928034740563433,7261,0.35417593169082984,1400,0.1110024014942631,0.01351952325891666,9667,0.5216579204838566,0.3381659699368496
434,NCT OF DELHI,Urban,60+,2.7782963516605673e-05,419,0.4375838926174497,75,0.08456375838926175,0.016107382550335572,656,0.46442953020134226,0.4161073825503356
435,NCT OF DELHI,Urban,Age not stated,6.71266232615976e-07,12,0.3333333333333333,2,0.1111111111111111,0.0,16,0.5555555555555556,0.3333333333333333
436,NCT OF DELHI,Urban,0-14,5.515570877994603e-05,920,0.3779580797836376,9,0.004732927653820149,0.001352265043948614,1468,0.6166328600405679,0.37592968221771467
437,NCT OF DELHI,Urban,15-59,0.00027115426540837563,4624,0.36404896162838674,903,0.11140145784623848,0.01279053775271627,6186,0.5035070829321964,0.34726997661944714
438,NCT OF DELHI,Urban,60+,3.8970734060205275e-05,573,0.45167464114832534,62,0.05071770334928229,0.00861244019138756,972,0.48995215311004786,0.44019138755980863
439,NCT OF DELHI,Urban,Age not stated,1.4917027391466132e-07,3,0.25,0,0.0,0.0,4,0.75,0.25
440,NCT OF DELHI,Urban,0-14,0.00031336945292622477,4637,0.4481732714506724,71,0.005950255861002023,0.0024991074616208496,8294,0.5425443294061645,0.44448411281685113
441,NCT OF DELHI,Urban,15-59,0.0008680218239094143,14110,0.3937961849114968,10343,0.38778140573981784,0.056581886922151575,12134,0.19161367932634474,0.3296958240247465
442,NCT OF DELHI,Urban,60+,0.0001572627612745317,2383,0.43490633151529523,735,0.150343846336258,0.0239506758359023,3374,0.39554185439886175,0.4045529997628646
443,NCT OF DELHI,Urban,Age not stated,4.1767676696105175e-06,67,0.4017857142857143,27,0.21428571428571427,0.026785714285714284,84,0.375,0.375
444,NCT OF DELHI,Urban,0-14,0.00020678729221419926,3338,0.39801623083859333,19,0.002344454463480613,0.0010820559062218215,5512,0.5980162308385933,0.39603246167718664
445,NCT OF DELHI,Urban,15-59,0.00042472506240351946,7271,0.3615769602247783,2021,0.15822284660637456,0.01922908069189569,9179,0.46659056984809905,0.33936254280446043
446,NCT OF DELHI,Urban,60+,0.000251724837230991,3084,0.5431111111111111,464,0.05762962962962963,0.011111111111111112,6210,0.3922962962962963,0.5277037037037037
447,NCT OF DELHI,Urban,Age not stated,1.0441919174026294e-06,15,0.4642857142857143,0,0.0,0.0,28,0.5357142857142857,0.4642857142857143
448,RAJASTHAN,Rural,0-14,0.0012534405191364205,18200,0.45851060664663357,431,0.006485971854452412,0.006337211032102585,32156,0.5209008955401505,0.4358097051560501
449,RAJASTHAN,Rural,15-59,0.0032004482268390587,47569,0.44571195525518525,38076,0.32342111395945,0.12025168958284782,28256,0.14110929853181076,0.1881379631787462
450,RAJASTHAN,Rural,60+,0.004420698360029467,50328,0.5754380340979071,17580,0.11031626188407387,0.03798685686808784,86442,0.2591592782244118,0.47005677360575665
451,RAJASTHAN,Rural,Age not stated,3.307850824057615e-05,379,0.5727170236753101,152,0.11499436302142052,0.05636978579481398,618,0.2525366403607666,0.44419391206313413
452,RAJASTHAN,Rural,0-14,0.0010474363708602732,15070,0.4634528429522555,452,0.009007725994232206,0.007085128351194503,26635,0.5107345035069605,0.43756898209135897
453,RAJASTHAN,Rural,15-59,0.0024845054971856417,37674,0.4345111224520429,32654,0.35473267088949595,0.13540572183362853,18100,0.11677824142175257,0.15490378553630932
454,RAJASTHAN,Rural,60+,0.0024404256812438595,29044,0.5561735941320294,11367,0.13007334963325184,0.04362775061124694,44958,0.25100855745721273,0.4360024449877751
455,RAJASTHAN,Rural,Age not stated,2.3941828963303142e-05,333,0.48130841121495327,148,0.17133956386292834,0.059190031152647975,386,0.26635514018691586,0.3348909657320872
456,RAJASTHAN,Rural,0-14,0.0005843745480606857,9930,0.36630504148053605,230,0.009125717932354819,0.005552010210593491,14897,0.6044671346522017,0.3462029355456286
457,RAJASTHAN,Rural,15-59,0.001015029128852313,16995,0.3755970313762951,12868,0.3604599897126901,0.11231537952825336,8313,0.16066573591005953,0.14475714600631934
458,RAJASTHAN,Rural,60+,0.00017967559493020958,2656,0.4487339144873391,1344,0.21378165213781652,0.06517227065172271,2778,0.2673308426733084,0.3092569530925695
459,RAJASTHAN,Rural,Age not stated,5.929518388107787e-06,104,0.34591194968553457,38,0.20125786163522014,0.03773584905660377,94,0.3584905660377358,0.23270440251572327
460,RAJASTHAN,Rural,0-14,0.001058064752876693,17530,0.3821373184830114,284,0.006485267164810377,0.0035246017200056393,27293,0.5959044128013534,0.3660651346397857
461,RAJASTHAN,Rural,15-59,0.006314228524533699,109772,0.35167379338042476,62770,0.29711899643270573,0.07360792837062062,74401,0.24571806562876514,0.19370289872191643
462,RAJASTHAN,Rural,60+,0.005630431988908891,67573,0.5524374089283349,15172,0.0765266922771228,0.023963438866074976,122381,0.3258179891376341,0.48475957080408
463,RAJASTHAN,Rural,Age not stated,5.176208504838748e-05,688,0.5043227665706052,249,0.13472622478386168,0.0446685878962536,987,0.29971181556195964,0.41138328530259366
464,RAJASTHAN,Rural,0-14,0.0006645162777213376,11150,0.37426342667938717,213,0.007239463494023234,0.004714069251922106,17007,0.5995847129468544,0.35484595095123184
465,RAJASTHAN,Rural,15-59,0.0014638078979245716,26259,0.3310149801284011,9399,0.1878885152348925,0.05156425150310812,22079,0.3626821563232447,0.19981147457454398
466,RAJASTHAN,Rural,60+,0.00015245201994078388,2123,0.4806751467710372,704,0.1267123287671233,0.045499021526418784,2811,0.324119373776908,0.36350293542074363
467,RAJASTHAN,Rural,Age not stated,8.241657633785039e-06,142,0.3574660633484163,31,0.10407239819004525,0.03619909502262444,147,0.43891402714932126,0.22624434389140272
468,RAJASTHAN,Rural,0-14,0.00013947420611020833,2251,0.3981283422459893,45,0.008288770053475936,0.0037433155080213902,3601,0.5818181818181818,0.3810160427807487
469,RAJASTHAN,Rural,15-59,0.0008736530017496927,14747,0.3705126563367055,4710,0.1506381525590131,0.05041191787254023,14938,0.38920903231314297,0.2484312972211551
470,RAJASTHAN,Rural,60+,0.0001481260819972587,1982,0.501007049345418,467,0.08308157099697885,0.03449144008056395,3088,0.36681772406847934,0.4106243705941591
471,RAJASTHAN,Rural,Age not stated,3.8038419848238638e-06,64,0.37254901960784315,11,0.058823529411764705,0.049019607843137254,81,0.5196078431372549,0.27450980392156865
472,RAJASTHAN,Rural,0-14,0.0014432224001243482,21007,0.45718346253229974,541,0.007054263565891473,0.006925064599483204,37011,0.522093023255814,0.43426356589147286
473,RAJASTHAN,Rural,15-59,0.003138356100322081,50995,0.39403481670726637,41375,0.36879567464797103,0.12285663359277524,23284,0.13365813083001604,0.14302180500267364
474,RAJASTHAN,Rural,60+,0.0009619618039071723,12571,0.5126574917619694,6110,0.1761194029850746,0.06074820701686373,15858,0.24307036247334754,0.3716999418491956
475,RAJASTHAN,Rural,Age not stated,4.176767669610517e-05,611,0.4544642857142857,256,0.16607142857142856,0.0625,737,0.3294642857142857,0.32857142857142857
476,RAJASTHAN,Rural,0-14,0.0009077011167707142,15286,0.37198027937551353,167,0.004149548069022186,0.002711585866885785,23805,0.6157354149548069,0.36228430566967956
477,RAJASTHAN,Rural,15-59,0.0017551374428799052,29495,0.37330018697943224,8670,0.1373236443991161,0.04689359170491246,31742,0.4150730919598844,0.25937021927587967
478,RAJASTHAN,Rural,60+,0.003990379412354148,42244,0.6052036410534383,6051,0.03949458888618904,0.017055755967178184,94106,0.32465748303770026,0.5548214052073793
479,RAJASTHAN,Rural,Age not stated,3.050532101554824e-05,363,0.5562347188264058,62,0.05623471882640587,0.019559902200488997,713,0.3594132029339853,0.5122249388753056
480,RAJASTHAN,Urban,0-14,0.0005985830166510572,8720,0.45673166780885927,218,0.009096006479347081,0.0044857018254314375,15634,0.5270699644881939,0.44695034577284903
481,RAJASTHAN,Urban,15-59,0.0015470822033374313,22689,0.45307942629866216,17399,0.3581776545739424,0.06122694949981921,21583,0.15282632276726527,0.3674340122936001
482,RAJASTHAN,Urban,60+,0.0006725341799442506,8058,0.5531773317067761,2941,0.13502273483420207,0.02805811245425308,14383,0.28917600088721307,0.5083730730841743
483,RAJASTHAN,Urban,Age not stated,7.048295442467748e-06,101,0.4656084656084656,46,0.19047619047619047,0.05291005291005291,132,0.31216931216931215,0.3862433862433862
484,RAJASTHAN,Urban,0-14,0.0004599665396158582,6582,0.4663531700989136,157,0.00883736014269499,0.003891681530728069,12044,0.5192151775579699,0.4572725798605481
485,RAJASTHAN,Urban,15-59,0.0012318481219872732,18450,0.4414507144587067,14372,0.372668927100993,0.0624243158149673,16476,0.14691813998546863,0.35187091305400825
486,RAJASTHAN,Urban,60+,0.0004681336121126859,5966,0.5247351230781486,2053,0.1380546482912451,0.025491914283438222,10002,0.3147454791683263,0.4820361666533896
487,RAJASTHAN,Urban,Age not stated,6.0786886620224494e-06,80,0.50920245398773,33,0.1656441717791411,0.03680981595092025,122,0.3006134969325153,0.44785276073619634
488,RAJASTHAN,Urban,0-14,0.00018538135790744536,2917,0.4131965399316033,61,0.00724200362100181,0.005029169181251257,4866,0.5741299537316435,0.4047475357071012
489,RAJASTHAN,Urban,15-59,0.0005380571780101834,8307,0.42424452453562517,5941,0.35992514555031885,0.0518436373717771,7765,0.18297754366509564,0.35521208760743
490,RAJASTHAN,Urban,60+,8.152155469436242e-05,1254,0.4263494967978042,506,0.20219579139981703,0.0292772186642269,1615,0.3517840805123513,0.3870082342177493
491,RAJASTHAN,Urban,Age not stated,1.2679473282746213e-06,19,0.4411764705882353,8,0.20588235294117646,0.029411764705882353,24,0.3235294117647059,0.38235294117647056
492,RAJASTHAN,Urban,0-14,0.00023076641374598109,3757,0.39285714285714285,80,0.009696186166774402,0.003232062055591467,6072,0.5938914027149321,0.3873626373626374
493,RAJASTHAN,Urban,15-59,0.0017310464436426874,30038,0.35288034814080743,18883,0.35645654702916973,0.05034684820543755,24618,0.2456159248567366,0.284738678960748
494,RAJASTHAN,Urban,60+,0.0009115795438924954,11544,0.5277368679430535,2725,0.0936426116838488,0.017836687939780722,21009,0.3607429225985927,0.4987317951235477
495,RAJASTHAN,Urban,Age not stated,9.621482667495656e-06,147,0.43023255813953487,68,0.22093023255813954,0.04263565891472868,173,0.29457364341085274,0.375968992248062
496,RAJASTHAN,Urban,0-14,0.0001666231959626767,2813,0.37041181736794987,35,0.004700089525514772,0.003133393017009848,4397,0.6199641897940913,0.36414503133393017
497,RAJASTHAN,Urban,15-59,0.0005364535975656008,9391,0.3471671880431004,2295,0.14042405283281195,0.019117135905457074,11431,0.47848453249913103,0.316162669447341
498,RAJASTHAN,Urban,60+,4.0686192210223876e-05,609,0.44179651695692024,144,0.11640696608615948,0.015582034830430797,902,0.4152153987167736,0.41154903758020167
499,RAJASTHAN,Urban,Age not stated,2.4240169511132464e-06,46,0.2923076923076923,5,0.07692307692307693,0.0,57,0.5846153846153846,0.2923076923076923
500,RAJASTHAN,Urban,0-14,4.404252337330376e-05,687,0.4182895850973751,10,0.0059271803556308214,0.002540220152413209,1160,0.5723962743437765,0.40982218458933106
501,RAJASTHAN,Urban,15-59,0.0002830133021845912,4954,0.34721307155092895,893,0.10488865463170378,0.012781657662406114,6358,0.5119251548293583,0.32586638555804454
502,RAJASTHAN,Urban,60+,3.7329861047144e-05,521,0.47952047952047955,75,0.06393606393606394,0.01098901098901099,902,0.43956043956043955,0.46153846153846156
503,RAJASTHAN,Urban,Age not stated,1.3052398967532866e-06,27,0.22857142857142856,3,0.08571428571428572,0.0,30,0.6285714285714286,0.22857142857142856
504,RAJASTHAN,Urban,0-14,0.0004769719508421296,6953,0.4563721657544957,168,0.008991399530883503,0.004143862392494136,12509,0.5293197810789679,0.44870992963252543
505,RAJASTHAN,Urban,15-59,0.0011623720669115198,18173,0.4169527415059835,13622,0.37623921203760147,0.06079758734640187,15354,0.16070454618370816,0.33190028554011997
506,RAJASTHAN,Urban,60+,0.00021368641738275234,3014,0.47399650959860384,1229,0.18464223385689355,0.029842931937172777,4231,0.3146596858638743,0.4237347294938918
507,RAJASTHAN,Urban,Age not stated,8.838338729443683e-06,134,0.4345991561181435,69,0.23628691983122363,0.05485232067510549,160,0.31223628691983124,0.3628691983122363
508,RAJASTHAN,Urban,0-14,0.00023949287476998876,3908,0.3914668327623793,44,0.004048582995951417,0.002802865151043289,6350,0.6021488632824665,0.3866396761133603
509,RAJASTHAN,Urban,15-59,0.0004835354428943747,8100,0.37528921795465064,2176,0.14561159956810119,0.022211938917167977,10252,0.4497146382847447,0.3409686873361098
510,RAJASTHAN,Urban,60+,0.000466791079647454,5145,0.5889590157385955,763,0.049532635615562835,0.011424462730686267,11458,0.347048014700008,0.5683470480147
511,RAJASTHAN,Urban,Age not stated,3.505501436994541e-06,48,0.48936170212765956,9,0.06382978723404255,0.031914893617021274,80,0.39361702127659576,0.4574468085106383
512,UTTAR PRADESH,Rural,0-14,0.0057310473386643305,80962,0.4731711760954724,2900,0.011745337654055884,0.007125287939718112,146274,0.4988287197907313,0.4529926209346816
513,UTTAR PRADESH,Rural,15-59,0.010407610011025921,153177,0.451135875017916,86590,0.2528486455496632,0.05742081123692131,137245,0.17615737422961159,0.3156191772968325
514,UTTAR PRADESH,Rural,60+,0.00526556149891363,70898,0.4978752939176747,34079,0.2018399954672937,0.03951953313125018,89837,0.22661406838720644,0.4096433326723137
515,UTTAR PRADESH,Rural,Age not stated,0.00019496554800646235,2784,0.46748278500382556,1131,0.16851568477429227,0.047819433817903594,3330,0.27601377199693955,0.36094108645753636
516,UTTAR PRADESH,Rural,0-14,0.008750477438107949,122464,0.47808595148395017,6037,0.015291249722984606,0.010437087673241165,220209,0.48781984623514774,0.4506614275242495
517,UTTAR PRADESH,Rural,15-59,0.014741006468246833,211956,0.4637826350941105,129295,0.25981329690346083,0.06728395061728396,185774,0.15821948998178506,0.31176128314106455
518,UTTAR PRADESH,Rural,60+,0.004355249902349409,60547,0.4815560084256675,34612,0.24343671330467692,0.05293442707173805,64790,0.18646070590652988,0.36831469525456817
519,UTTAR PRADESH,Rural,Age not stated,0.00026082422393978533,3698,0.4712610809265084,1587,0.1714326565627681,0.05547612239062053,4410,0.2768086931655705,0.3537317700886474
520,UTTAR PRADESH,Rural,0-14,0.0022353911397481573,33688,0.4379900570551533,1226,0.01302926161956558,0.007423843048280004,56987,0.5322812051649928,0.41842114043575457
521,UTTAR PRADESH,Rural,15-59,0.0045025182552716585,68791,0.43023149873690314,37764,0.2606949103408291,0.052089286453803785,59957,0.18918292127386424,0.30741707044353334
522,UTTAR PRADESH,Rural,60+,0.0007314564381405419,11150,0.431528500050984,6645,0.2837259100642398,0.05506271030896299,9887,0.18400122361578464,0.3200774956663608
